transaction_id,customer_name,start_date,end_date,product_family,region,account_owner,bookings,term_days,arr
6377,Mackerrel LLC,2021-10-15,2022-10-14,Elite Plus,Europe,Aloyna Gregory,5843,364,5859.05
2107,Bundel and Sons,2021-08-29,2021-11-28,Elite Plus,Europe,Alton Hunt,1460,91,5856.04
2471,Beahan and Sons,2020-05-08,2021-05-07,Elite Plus,Europe,Dana Henderson,5832,364,5848.02
1375,Zieme Group,2021-07-31,2021-08-19,Elite Plus,North America,Alton Hunt,304,19,5840.0
253,Nader LLC,2022-07-23,2023-01-21,Elite Plus,Europe,Marshall Lawson,2904,182,5823.96
5686,Gupta Group,2021-11-02,2023-01-01,Elite Plus,Europe,Cecelia Burgess,6781,425,5823.68
320,"Hessel, Langworth and Abtel",2020-08-26,2021-08-25,Elite Plus,North America,Dana Henderson,5805,364,5820.95
3324,Feil - Dickens,2020-07-30,2021-07-30,Classic,Asia,Christopher Little,5805,365,5805.0
3820,"SchamBundelr, Kirlin and Schuppe",2020-11-05,2021-11-04,Classic,Latin America,Ross Hines,5788,364,5803.9
1163,Rosenbaum - Hermiston,2021-07-25,2022-09-15,Elite Plus,North America,Grant Cortez,6628,417,5801.49
4224,Boone Inc,2021-05-19,2022-05-18,Elite Plus,Asia,Marshall Lawson,5785,364,5800.89
4668,Mohr LLC,2020-08-07,2021-08-06,Elite Plus,Asia,Celia Clayton,5785,364,5800.89
3869,Douglas - Schaden,2021-06-11,2022-01-22,Elite Plus,North America,Cecelia Burgess,3574,225,5797.82
4368,Belfact LLC,2021-05-19,2022-05-18,Elite Plus,North America,John Sacker,5776,364,5791.87
2443,"Tromp, Gillespie and Pimpernel",2021-08-11,2022-08-10,Elite Plus,North America,Judy Jacobs,5771,364,5786.85
6454,Frost Group,2021-03-17,2022-03-16,Classic,North America,Angelo Payne,5768,364,5783.85
6573,Homenick - Homenick,2020-12-11,2021-12-10,Classic,Latin America,Alton Hunt,5767,364,5782.84
3402,Ziemann - Weber,2021-09-26,2021-10-25,Classic,Europe,Christopher Little,459,29,5777.07
5463,Jacobi - Bogisich,2022-08-02,2023-08-01,Elite Plus,North America,Frankie Fletcher,5758,364,5773.82
5446,"Larkin, Dickens and Simonis",2021-08-24,2022-08-23,Elite Plus,Asia,Tomas Glover,5757,364,5772.82
5072,Considine and Sons,2021-06-05,2023-06-04,Elite Plus,Europe,Micheal Williams,11527,729,5771.41
2509,"Leffler, Lesch and Halvorson",2020-12-16,2022-09-09,Elite Plus,North America,Ross Hines,9989,632,5768.96
1098,Wuckert - Collier,2021-04-13,2022-04-12,Elite Plus,Europe,Angelo Payne,5750,364,5765.8
4793,"Daniel, Roberts and Weimann",2021-04-21,2022-04-20,Classic,Latin America,Christopher Little,5748,364,5763.79
1777,Hane - Oberbrunner,2021-02-18,2022-02-17,Elite Plus,Asia,Judy Jacobs,5748,364,5763.79
1374,Zieme Group,2020-11-02,2021-11-01,Elite Plus,North America,Alton Hunt,5748,364,5763.79
6351,"Crist, Ondricka and DuBuque",2020-01-26,2021-01-24,Elite Plus,North America,Karl Long,5746,364,5761.79
5861,"Dicki, Bosco and Rempel",2020-07-31,2021-07-30,Elite Plus,North America,Grant Cortez,5744,364,5759.78
6310,"Schuppe, Hegmann and Kerluke",2020-03-27,2021-03-27,Classic,North America,John Sacker,5753,365,5753.0
5050,Collier - Skiles,2020-08-24,2021-08-23,Elite Plus,Europe,Sonja Griffin,5735,364,5750.76
6486,"Russel, White and Koepp",2020-07-01,2021-06-30,Elite Plus,Europe,Ross Hines,5725,364,5740.73
3919,Monahan - Ruecker,2020-10-11,2021-10-10,Elite Plus,North America,Judy Jacobs,5716,364,5731.7
945,Miller and Sons,2020-09-26,2021-09-25,Elite Plus,North America,Micheal Williams,5707,364,5722.68
2773,Lindgren LLC,2021-08-30,2022-08-29,Classic,Europe,Marsha Aguilar,5706,364,5721.68
4194,"Upton, Steuber and Conn",2021-10-29,2024-10-28,Elite Plus,North America,Jerald James,17165,1095,5721.67
2138,"Swaniawski, Orn and Smitham",2021-10-01,2022-10-12,Elite Plus,Europe,Celia Clayton,5889,376,5716.72
6302,Kulas - Ryan,2020-11-23,2021-11-22,Classic,North America,Christopher Little,5695,364,5710.65
4583,Renner - Schiller,2022-02-11,2023-02-10,Elite Plus,North America,Judy Jacobs,5695,364,5710.65
2193,Chechauski Inc,2019-11-01,2020-10-30,Elite Plus,North America,Christopher Little,5681,364,5696.61
2329,Graham and Sons,2019-12-10,2020-12-10,Classic,North America,Angelo Payne,5707,366,5691.41
1111,Bradtke - Goyette,2020-11-20,2021-11-19,Classic,Europe,Christopher Little,5675,364,5690.59
667,"Goodwin, O'Reilly and Buckridge",2021-01-16,2022-01-15,Elite Plus,North America,Judy Jacobs,5673,364,5688.59
6559,"Bogan, Bogisich and Ernser",2021-05-14,2021-06-13,Classic,Latin America,Ramon Garcia,467,30,5681.83
1136,"Hahn, Nienow and Baumbach",2020-12-21,2021-12-20,Classic,Asia,Christopher Little,5664,364,5679.56
2010,"Altenwerth, Beahan and Buckridge",2021-04-10,2021-05-09,Classic,Latin America,Ross Hines,451,29,5676.38
2074,Gleason and Sons,2021-03-28,2022-03-27,Elite Plus,North America,John Sacker,5650,364,5665.52
465,Thiel - Butler,2023-06-05,2024-06-04,Elite Plus,Europe,Dana Henderson,5664,365,5664.0
414,Zboncak LLC,2021-09-24,2024-09-24,Elite Plus,North America,Marshall Lawson,17001,1096,5661.83
591,Brown - Daniel,2021-11-27,2024-11-26,Elite Plus,Europe,Celia Clayton,16977,1095,5659.0
1935,Tillman - Kuvalis,2021-05-02,2022-05-01,Classic,North America,Patty Ingram,5641,364,5656.5
4424,"Zemlak, Steuber and Rempel",2021-08-14,2022-08-13,Elite Plus,North America,Karl Long,5640,364,5655.49
2496,Agarwaliamson - Mayert,2023-05-11,2024-05-10,Elite Plus,Europe,Dana Henderson,5650,365,5650.0
1122,"Hahn, Nienow and Baumbach",2021-03-22,2022-03-21,Classic,Asia,Christopher Little,5634,364,5649.48
4218,Cummings and Sons,2021-12-31,2023-12-30,Elite Plus,Europe,Marsha Aguilar,11278,729,5646.74
6618,Hartmann Group,2020-07-08,2021-07-07,Elite Plus,Asia,Walter Sacha,5631,364,5646.47
1513,"Schmeler, Schmitt and Frami",2021-02-19,2022-02-18,Classic,North America,Walter Sacha,5631,364,5646.47
610,Osinski LLC,2021-02-09,2022-02-08,Classic,North America,Frankie Fletcher,5630,364,5645.47
4475,Zemlak Group,2022-06-16,2022-12-15,Elite Plus,North America,Celia Clayton,2812,182,5639.45
474,Pimpernel - Gaylord,2021-03-09,2022-03-08,Elite Plus,Latin America,Ross Hines,5623,364,5638.45
1317,Stiedemann Group,2021-02-14,2022-02-13,Elite Plus,North America,Alice Cole,5622,364,5637.45
2438,"Tromp, Gillespie and Pimpernel",2021-08-26,2022-08-25,Elite Plus,North America,Judy Jacobs,5622,364,5637.45
5886,"Wolff, Kihn and Hagenes",2021-11-21,2022-11-20,Elite Plus,Europe,Lonnie May,5615,364,5630.43
5678,Crona - Dickens,2021-11-09,2022-11-08,Elite Plus,North America,Patty Ingram,5612,364,5627.42
5857,Weissnat Group,2021-05-20,2022-05-19,Elite Plus,North America,Patty Ingram,5609,364,5624.41
3653,"Skiles, Powlowski and Bartell",2021-08-19,2022-08-18,Elite Plus,North America,Patty Ingram,5607,364,5622.4
4446,Ponting - Jakubowski,2021-01-03,2022-01-02,Elite Plus,Europe,Alton Hunt,5596,364,5611.37
393,Zboncak LLC,2020-07-14,2021-07-13,Elite Plus,North America,Marshall Lawson,5587,364,5602.35
3457,Effertz Inc,2021-09-06,2022-09-05,Classic,Europe,Christopher Little,5586,364,5601.35
6356,"Crist, Ondricka and DuBuque",2020-12-03,2021-12-02,Elite Plus,North America,Karl Long,5585,364,5600.34
3065,"Stroman, McGlynn and Luettgen",2020-10-31,2021-10-30,Classic,North America,Alice Cole,5578,364,5593.32
602,"Belfact, Balistreri and Kreiger",2020-09-12,2021-09-11,Elite Plus,North America,Tomas Glover,5576,364,5591.32
5186,Herzog LLC,2021-06-30,2022-06-29,Elite Plus,Europe,Phil Baker,5571,364,5586.3
100,"Oberbrunner, Hahn and Kemmer",2021-04-23,2022-10-23,Classic,Latin America,Patty Ingram,8383,548,5583.57
169,Frami Group,2021-01-26,2022-01-25,Elite Plus,North America,John Sacker,5568,364,5583.3
63,Marks and Sons,2020-11-19,2021-11-18,Elite Plus,Europe,Karl Long,5565,364,5580.29
2547,Johnston LLC,2021-07-20,2022-07-20,Classic,Europe,Micheal Williams,5579,365,5579.0
5873,"Dicki, Bosco and Rempel",2021-11-20,2022-11-19,Elite Plus,North America,Grant Cortez,5560,364,5575.27
4335,White Inc,2020-12-03,2021-12-02,Elite Plus,North America,Grant Cortez,5556,364,5571.26
6841,SchoStantner Group,2019-06-23,2020-06-22,Classic,North America,Alice Cole,5571,365,5571.0
6668,Lindgren and Sons,2020-08-28,2021-08-27,Elite Plus,North America,Walter Sacha,5555,364,5570.26
6473,"Schumm, Gerlach and Runolfsson",2020-12-07,2021-12-06,Elite Plus,Europe,Jerald James,5553,364,5568.26
4520,Harris LLC,2020-11-04,2022-05-04,Classic,Latin America,Ross Hines,8325,546,5565.25
2757,Jast - Balistreri,2021-02-16,2022-02-15,Elite Plus,North America,Lonnie May,5546,364,5561.24
4254,Shanahan Group,2021-03-07,2022-03-06,Classic,Latin America,Marshall Lawson,5545,364,5560.23
2652,"Hyatt, Johns and Lowe",2021-02-13,2022-02-12,Elite Plus,North America,Jerald James,5543,364,5558.23
5920,"Harris, Crooks and Ferry",2021-08-30,2022-08-29,Elite Plus,North America,Marsha Aguilar,5541,364,5556.22
6237,"Stark, Murray and Rogahn",2020-12-09,2021-12-08,Elite Plus,Europe,Celia Clayton,5539,364,5554.22
3731,Stehr LLC,2021-02-18,2022-02-17,Elite Plus,Asia,Tomas Glover,5539,364,5554.22
427,Zboncak LLC,2021-04-11,2024-04-11,Elite Plus,North America,Marshall Lawson,16677,1096,5553.93
7757,Gaylord LLC,2018-08-24,2019-08-23,Classic,North America,Walter Sacha,5538,364,5553.21
473,Pimpernel - Gaylord,2020-03-31,2021-03-30,Elite Plus,Latin America,Ross Hines,5532,364,5547.2
6443,Streich - Kiehn,2020-05-06,2021-05-05,Classic,North America,Celia Clayton,5531,364,5546.2
643,"Goodwin, O'Reilly and Buckridge",2020-01-15,2021-01-13,Elite Plus,North America,Judy Jacobs,5530,364,5545.19
3409,"Bogisich, Osinski and Gusikowski",2021-11-19,2022-11-18,Classic,North America,Dana Henderson,5528,364,5543.19
1908,Osinski - Kilback,2019-12-09,2020-12-08,Elite Plus,Europe,Angelo Payne,5543,365,5543.0
1959,"Feil, Norman and Mayer",2021-07-03,2022-07-02,Elite Plus,Europe,Marshall Lawson,5513,364,5528.15
2816,Mosciski - Prosacco,2021-07-10,2022-07-09,Elite Plus,North America,Aloyna Gregory,5504,364,5519.12
4950,Lesch - Johnston,2021-10-12,2022-10-11,Elite Plus,North America,Tomas Glover,5498,364,5513.1
2862,"Barton, Heidenreich and Witting",2021-08-05,2022-08-04,Elite Plus,Europe,Jerald James,5497,364,5512.1
1121,"Hahn, Nienow and Baumbach",2021-02-15,2022-02-14,Classic,Asia,Christopher Little,5489,364,5504.08
349,"Schmidt, Weissnat and Fritsch",2021-07-26,2024-07-25,Elite Plus,North America,Angelo Payne,16503,1095,5501.0
6376,Mackerrel LLC,2021-12-07,2022-12-06,Elite Plus,Europe,Aloyna Gregory,5478,364,5493.05
2695,"Kilback, Lockman and Okuneva",2020-04-13,2021-04-12,Elite Plus,Europe,Tomas Glover,5476,364,5491.04
1517,Batz - Aufderhar,2021-07-09,2022-07-08,Elite Plus,North America,Frankie Fletcher,5475,364,5490.04
6103,Stoltenberg - Kassulke,2021-07-29,2023-07-28,Elite Plus,North America,Karl Long,10962,729,5488.52
829,Schimmel LLC,2022-09-23,2023-09-22,Elite Plus,North America,Ramon Garcia,5467,364,5482.02
4510,Zemlak Group,2022-04-22,2022-12-19,Elite Plus,North America,Celia Clayton,3618,241,5479.54
933,Gupta - Agarwal,2020-09-24,2023-09-23,Elite Plus,North America,Walter Sacha,16415,1094,5476.67
6052,Gibson Group,2021-03-18,2021-04-17,Classic,Latin America,Sonja Griffin,450,30,5475.0
4046,Erdman Group,2021-07-11,2022-07-10,Elite Plus,North America,Judy Jacobs,5459,364,5474.0
1028,"Johnson, Farrell and Zieme",2021-02-25,2022-02-24,Elite Plus,North America,Aloyna Gregory,5451,364,5465.98
4596,Renner - Schiller,2023-03-30,2024-03-29,Elite Plus,North America,Judy Jacobs,5464,365,5464.0
4544,Heidenreich - O'Hara,2020-06-22,2021-06-21,Elite Plus,North America,Lonnie May,5449,364,5463.97
2469,"Hintz, McDermott and Walsh",2022-04-22,2023-04-21,Elite Plus,Europe,Phil Baker,5449,364,5463.97
3525,Howe - Gleichner,2021-06-22,2022-06-21,Elite Plus,North America,Grant Cortez,5438,364,5452.94
7334,Zieme-Hermann,2018-12-03,2019-12-02,Classic,Europe,Grant Cortez,5435,364,5449.93
4883,Johns LLC,2021-12-19,2022-12-18,Elite Plus,North America,Lonnie May,5431,364,5445.92
6469,Crist - Pagac,2021-07-30,2023-07-29,Classic,Europe,Tomas Glover,10871,729,5442.96
5240,"Lowe, Weimann and Mertz",2020-04-05,2021-04-04,Elite Plus,Asia,Marsha Aguilar,5423,364,5437.9
5402,"Marks, Daniel and Larson",2021-12-22,2023-12-21,Classic,Latin America,Marsha Aguilar,10850,729,5432.44
1992,Wiza - Robel,2020-12-16,2021-12-15,Classic,North America,Frankie Fletcher,5417,364,5431.88
7310,West-Witting,2019-02-06,2020-02-05,Classic,North America,Celia Clayton,5416,364,5430.88
1915,Gupta - Hessel,2021-08-21,2022-08-20,Elite Plus,Europe,Angelo Payne,5415,364,5429.88
2,Hyatt Group,2021-01-30,2024-01-29,Elite Plus,Latin America,Grant Cortez,16266,1094,5426.96
6705,Smitham Inc,2021-03-08,2022-03-07,Elite Plus,North America,Frankie Fletcher,5410,364,5424.86
430,"Hermann, Bernier and Watsica",2021-04-24,2022-04-23,Classic,Europe,Cecelia Burgess,5401,364,5415.84
5694,Dietrich - Klocko,2021-10-26,2022-10-25,Elite Plus,Asia,Angelo Payne,5400,364,5414.84
4580,Renner - Schiller,2022-01-30,2023-01-29,Elite Plus,North America,Judy Jacobs,5397,364,5411.83
6481,Greenholt LLC,2020-10-15,2023-10-14,Elite Plus,Europe,Alton Hunt,16210,1094,5408.27
2106,"Block, Gerhold and Pollich",2021-06-13,2022-06-12,Elite Plus,Europe,Alton Hunt,5387,364,5401.8
5486,Metz Inc,2021-11-25,2024-11-24,Elite Plus,North America,Patty Ingram,16187,1095,5395.67
709,"White, Keeling and Jakubowski",2021-10-14,2022-10-13,Elite Plus,North America,Sonja Griffin,5378,364,5392.77
3876,Douglas - Schaden,2021-03-25,2021-12-16,Elite Plus,North America,Cecelia Burgess,3929,266,5391.3
2986,Schaden Group,2020-10-16,2021-02-15,Elite Plus,Europe,Alice Cole,1802,122,5391.23
2096,Stark - Moen,2023-06-05,2024-06-04,Elite Plus,Europe,Christopher Little,5388,365,5388.0
715,Rogahn - Albertson,2022-08-03,2023-08-02,Elite Plus,Asia,Alice Cole,5369,364,5383.75
301,O'Keefe - Skiles,2021-03-19,2022-12-18,Elite Plus,Europe,Sonja Griffin,9425,639,5383.61
1246,Purdy Inc,2021-10-16,2021-11-15,Classic,Europe,Sonja Griffin,442,30,5377.67
3611,Schimmel - Weber,2021-07-05,2021-08-04,Classic,Latin America,Tomas Glover,442,30,5377.67
1770,Hane - Oberbrunner,2021-04-18,2021-11-30,Elite Plus,Asia,Judy Jacobs,3327,226,5373.25
5753,Hyatt - Schmitt,2022-08-19,2023-08-18,Elite Plus,Europe,Frankie Fletcher,5356,364,5370.71
3739,McClure LLC,2021-07-20,2022-07-19,Classic,Asia,Lonnie May,5353,364,5367.71
2941,Quitzon Group,2021-07-14,2022-07-13,Elite Plus,Europe,Grant Cortez,5353,364,5367.71
2958,Barton - Jerde,2020-08-14,2021-10-13,Classic,Latin America,Frankie Fletcher,6248,425,5365.93
25,Towne - Kub,2021-05-09,2021-06-08,Classic,Latin America,Alton Hunt,441,30,5365.5
23,Towne - Kub,2021-02-04,2021-03-06,Classic,Europe,Alton Hunt,441,30,5365.5
1062,Frost - Wehner,2021-05-23,2022-05-22,Elite Plus,Europe,Judy Jacobs,5345,364,5359.68
7608,Bayer LLC,2018-10-10,2019-10-09,Classic,North America,Cecelia Burgess,5341,364,5355.67
3534,Crist Group,2021-01-11,2022-01-10,Elite Plus,Asia,Walter Sacha,5327,364,5341.63
3211,Stantner and Sons,2021-03-21,2023-10-20,Classic,North America,Ramon Garcia,13800,943,5341.46
103,Bechel - Luettgen,2021-04-14,2022-10-14,Classic,Latin America,Jerald James,8011,548,5335.79
1116,"Hahn, Nienow and Baumbach",2019-11-23,2020-11-23,Classic,Asia,Christopher Little,5342,366,5327.4
9,Towne - Kub,2021-05-27,2021-08-07,Classic,Europe,Alton Hunt,1050,72,5322.92
2037,Ondricka - Sipes,2020-09-16,2023-11-17,Elite Plus,North America,Grant Cortez,16866,1157,5320.73
39,"Lind, Turcotte and Kozey",2021-11-01,2024-10-31,Elite Plus,Latin America,Ross Hines,15946,1095,5315.33
3039,Tanner Inc,2021-03-12,2022-03-11,Elite Plus,North America,Karl Long,5298,364,5312.55
6396,"Quigley, Veum and Reilly",2019-11-05,2020-11-04,Elite Plus,North America,Angelo Payne,5306,365,5306.0
2493,Schmidt - McClure,2021-07-25,2021-08-23,Classic,Latin America,Phil Baker,421,29,5298.79
3076,O'Kon - Weber,2020-10-30,2021-10-29,Elite Plus,North America,Grant Cortez,5284,364,5298.52
4512,Zemlak Group,2021-03-26,2022-03-25,Elite Plus,North America,Celia Clayton,5279,364,5293.5
5010,Butler LLC,2020-12-12,2021-01-11,Classic,North America,Celia Clayton,435,30,5292.5
62,Lind and Sons,2020-01-28,2021-01-27,Elite Plus,Europe,Karl Long,5292,365,5292.0
6617,Purdy LLC,2021-06-29,2022-06-28,Classic,North America,Ross Hines,5272,364,5286.48
4428,Rath Group,2020-03-11,2021-03-10,Elite Plus,North America,Frankie Fletcher,5270,364,5284.48
1175,"Zamber, Gaverman and Hableton",2021-08-30,2022-02-15,Elite Plus,Europe,Lonnie May,2446,169,5282.78
4767,Jerde - Jacobi,2021-05-28,2022-05-27,Classic,Europe,Frankie Fletcher,5266,364,5280.47
3281,Russel - Botsford,2021-01-02,2022-01-01,Elite Plus,Asia,Patty Ingram,5259,364,5273.45
4171,Smith - Rice,2021-01-28,2022-01-27,Elite Plus,Europe,Ross Hines,5258,364,5272.45
3639,"Shields, Kassulke and Purdy",2021-07-08,2023-07-07,Elite Plus,Europe,Dana Henderson,10516,729,5265.21
7544,"O'Connell, Agarwalms and Windler",2019-06-16,2020-06-15,Classic,North America,Alton Hunt,5264,365,5264.0
5313,"Quigley, Champlin and Ondricka",2020-10-23,2021-10-22,Classic,North America,Angelo Payne,5242,364,5256.4
5270,Schmeler - Ankunding,2022-07-17,2023-07-16,Elite Plus,North America,John Sacker,5229,364,5243.37
6762,Davis - Hyatt,2021-01-14,2022-01-13,Classic,Latin America,Lonnie May,5228,364,5242.36
6178,"Dietrich, Larson and Murazik",2020-12-30,2021-12-29,Elite Plus,Europe,Christopher Little,5228,364,5242.36
183,"Ortiz, Reilly and Aberly",2020-11-26,2022-11-25,Elite Plus,Europe,Alice Cole,10468,729,5241.18
3162,Krajcik - Bundel,2020-11-11,2021-11-10,Elite Plus,Europe,Marsha Aguilar,5224,364,5238.35
3113,"Breitenberg, Stroman and Heaney",2020-11-05,2021-11-04,Elite Plus,North America,Karl Long,5220,364,5234.34
3453,Effertz Inc,2020-12-19,2021-12-18,Classic,Europe,Christopher Little,5211,364,5225.32
1178,"Zamber, Gaverman and Hableton",2021-10-29,2022-10-28,Elite Plus,Europe,Lonnie May,5211,364,5225.32
5870,"Dicki, Bosco and Rempel",2021-11-29,2022-11-28,Elite Plus,North America,Grant Cortez,5206,364,5220.3
394,Zboncak LLC,2020-12-19,2021-12-18,Elite Plus,North America,Marshall Lawson,5206,364,5220.3
1429,"West, Toy and Cummings",2020-10-26,2021-10-25,Elite Plus,North America,Grant Cortez,5202,364,5216.29
1510,"Schmeler, Schmitt and Frami",2020-06-27,2021-06-26,Classic,North America,Walter Sacha,5200,364,5214.29
5610,Funk LLC,2020-08-22,2021-08-21,Elite Plus,Europe,Tomas Glover,5198,364,5212.28
8183,West-Marks,2018-12-13,2019-12-12,Classic,North America,Phil Baker,5197,364,5211.28
2699,"Kilback, Lockman and Okuneva",2021-01-18,2021-10-19,Elite Plus,Europe,Tomas Glover,3912,274,5211.24
7205,Gorczany-Lind,2018-07-12,2018-07-23,Classic,Europe,Celia Clayton,157,11,5209.55
6548,"Brekke, Goodwin and Purdy",2021-12-05,2024-12-04,Elite Plus,North America,Celia Clayton,15613,1095,5204.33
953,Keeling - Koelpin,2021-02-22,2022-02-21,Elite Plus,North America,Lonnie May,5189,364,5203.26
5904,"Schmitt, Grady and Dickens",2021-04-21,2022-04-20,Elite Plus,North America,Angelo Payne,5186,364,5200.25
6694,"Volkman, Krajcik and Volkman",2021-01-20,2022-02-19,Elite Plus,Europe,Judy Jacobs,5627,395,5199.63
5715,Feil - Breitenberg,2020-06-18,2021-06-17,Elite Plus,North America,Judy Jacobs,5182,364,5196.24
3329,"Orn, Ruecker and Hegmann",2021-08-12,2022-08-12,Classic,North America,Walter Sacha,5187,365,5187.0
3239,Walsh - Dare,2021-04-03,2022-04-02,Elite Plus,North America,Celia Clayton,5172,364,5186.21
4062,Prohaska and Sons,2020-02-11,2021-02-09,Elite Plus,Asia,Ross Hines,5170,364,5184.2
4089,"Schulist, Abtel and Wilderman",2021-09-17,2021-10-17,Classic,Europe,Ross Hines,426,30,5183.0
778,Ponting LLC,2021-08-06,2022-08-05,Elite Plus,North America,Marsha Aguilar,5166,364,5180.19
6581,Ondricka - Casper,2020-04-25,2021-04-24,Elite Plus,North America,Sonja Griffin,5155,364,5169.16
1980,Davis and Sons,2021-07-09,2022-07-08,Elite Plus,North America,Aloyna Gregory,5154,364,5168.16
2090,Donnelly and Sons,2021-04-04,2022-04-04,Classic,North America,Walter Sacha,5165,365,5165.0
5483,Metz Inc,2020-12-10,2021-09-19,Elite Plus,North America,Patty Ingram,4004,283,5164.17
803,Schimmel LLC,2020-09-10,2021-09-09,Elite Plus,North America,Ramon Garcia,5144,364,5158.13
5235,Stark LLC,2020-09-18,2021-09-17,Classic,North America,Micheal Williams,5142,364,5156.13
6641,"Oberbrunner, Ritchie and Labadie",2022-04-22,2023-04-21,Elite Plus,Europe,Cecelia Burgess,5138,364,5152.12
5221,Aufderhar and Sons,2021-11-15,2021-12-14,Classic,Latin America,Alton Hunt,409,29,5147.76
4860,Muller - Reichert,2021-03-24,2021-04-22,Classic,North America,John Sacker,409,29,5147.76
22,Towne - Kub,2021-06-01,2021-06-30,Classic,Europe,Alton Hunt,409,29,5147.76
4119,Dickinson Inc,2021-02-26,2022-02-25,Elite Plus,North America,Patty Ingram,5131,364,5145.1
4880,Stamm -Truman,2020-11-23,2021-11-22,Classic,Europe,Sonja Griffin,5129,364,5143.09
6148,"Dietrich, Larson and Murazik",2020-11-29,2021-11-28,Elite Plus,Europe,Christopher Little,5124,364,5138.08
160,Schroeder - Larkin,2021-11-24,2022-11-23,Elite Plus,North America,Dana Henderson,5124,364,5138.08
5897,Medhurst Group,2020-06-01,2021-05-31,Elite Plus,North America,Christopher Little,5122,364,5136.07
1184,Leannon and Sons,2021-12-16,2022-12-15,Elite Plus,North America,Celia Clayton,5115,364,5129.05
4672,Mohr LLC,2020-10-26,2021-10-25,Elite Plus,Asia,Celia Clayton,5114,364,5128.05
6924,"Keeling, Jacobson and Boyer",2019-07-19,2020-07-18,Classic,North America,Jerald James,5112,365,5112.0
1020,Koss - Streich,2021-05-18,2021-06-17,Classic,North America,Karl Long,420,30,5110.0
2064,Gleason and Sons,2020-10-10,2021-10-09,Elite Plus,North America,John Sacker,5093,364,5106.99
527,Orn - Brown,2020-11-26,2021-11-25,Classic,Europe,Walter Sacha,5093,364,5106.99
2720,Halvorson and Sons,2021-02-15,2022-02-14,Classic,Latin America,Marshall Lawson,5090,364,5103.98
4165,Lebsack - Batz,2020-12-06,2023-12-05,Elite Plus,Europe,Phil Baker,15290,1094,5101.33
4630,"Watsica, Leannon and McCullough",2020-10-09,2021-10-08,Classic,North America,Phil Baker,5084,364,5097.97
2296,Wiza and Sons,2022-07-26,2022-08-25,Elite Plus,Europe,Christopher Little,419,30,5097.83
5553,"Wyman, Harber and Jakubowski",2021-08-26,2022-08-25,Elite Plus,North America,Marshall Lawson,5077,364,5090.95
2188,Collins - Rosenbaum,2020-10-21,2022-10-20,Elite Plus,Europe,Ramon Garcia,10164,729,5088.97
5297,Nikolaus - Daniel,2021-07-10,2022-07-09,Elite Plus,Europe,John Sacker,5074,364,5087.94
2280,"Hintz, Bogan and Breitenberg",2021-12-14,2024-12-13,Elite Plus,Europe,Marsha Aguilar,15243,1095,5081.0
1855,Grant LLC,2020-06-03,2021-06-02,Elite Plus,North America,Karl Long,5066,364,5079.92
3252,Reynolds - Goodwin,2021-03-20,2022-03-19,Elite Plus,North America,Cecelia Burgess,5059,364,5072.9
541,Harvey and Sons,2021-01-17,2022-01-16,Elite Plus,Asia,Walter Sacha,5058,364,5071.9
6160,"Dietrich, Larson and Murazik",2020-10-29,2021-10-28,Elite Plus,Europe,Christopher Little,5054,364,5067.88
375,Gislason Group,2021-07-21,2022-07-20,Classic,North America,Christopher Little,5054,364,5067.88
5290,Skiles Group,2021-05-16,2022-05-15,Elite Plus,North America,Lonnie May,5053,364,5066.88
4568,"Lynch, Kassulke and Blanda",2021-03-02,2022-03-01,Elite Plus,North America,Karl Long,5045,364,5058.86
5584,"Keeling, Jakubowski and Crist",2019-12-24,2020-12-23,Elite Plus,North America,Aloyna Gregory,5056,365,5056.0
5052,Collier - Skiles,2020-11-30,2021-11-29,Elite Plus,Europe,Sonja Griffin,5037,364,5050.84
1536,Mann - Hane,2020-11-05,2023-11-04,Elite Plus,Asia,Dana Henderson,15130,1094,5047.94
1798,Schuster - Torp,2020-05-31,2021-05-30,Elite Plus,North America,Ramon Garcia,5033,364,5046.83
5164,Fahey and Sons,2020-10-09,2020-11-08,Classic,Asia,Judy Jacobs,414,30,5037.0
1024,Koss - Streich,2021-10-05,2022-10-04,Classic,North America,Karl Long,5021,364,5034.79
1537,Mann - Hane,2020-06-27,2021-06-26,Elite Plus,Asia,Dana Henderson,5018,364,5031.79
2297,Wiza and Sons,2020-09-21,2021-09-20,Elite Plus,Europe,Christopher Little,5018,364,5031.79
76,Toy - Butler,2021-09-12,2024-09-11,Classic,North America,Aloyna Gregory,15087,1095,5029.0
5371,"Kutch, Larson and Boone",2021-09-24,2024-08-22,Elite Plus,North America,Grant Cortez,14645,1063,5028.62
5639,"Stiedemann, Labadie and Prosacco",2021-11-28,2022-11-27,Elite Plus,North America,Ramon Garcia,5013,364,5026.77
1242,Purdy Inc,2021-09-16,2021-10-16,Classic,Europe,Sonja Griffin,413,30,5024.83
3532,Crist Group,2020-05-02,2021-05-01,Elite Plus,Asia,Walter Sacha,5009,364,5022.76
3953,"Lang, Mitchell and Grant",2020-03-19,2021-03-19,Classic,North America,Celia Clayton,5020,365,5020.0
7111,Zieme-Hermann,2019-03-21,2020-03-20,Classic,Europe,Grant Cortez,5020,365,5020.0
1503,Deckow and Sons,2020-09-11,2021-09-10,Classic,North America,Celia Clayton,4999,364,5012.73
